Country (Code UN (M49)),Country (Name),Unit (Name),Unit,[1961],[1962],[1963],[1964],[1965],[1966],[1967],[1968],[1969],[1970],[1971],[1972],[1973],[1974],[1975],[1976],[1977],[1978],[1979],[1980],[1981],[1982],[1983],[1984],[1985],[1986],[1987],[1988],[1989],[1990],[1991],[1992],[1993],[1994],[1995],[1996],[1997],[1998],[1999],[2000],[2001],[2002],[2003],[2004],[2005],[2006],[2007],[2008],[2009],[2010],[2011],[2012],[2013],[2014],[2015],[2016],[2017],[2018],[2019]
504,Morocco,Number (Thousand),Number (1000),12081.71,12404.76,12726.69,13044.25,13381.88,13738.5,14109.75,14490.08,14876.98,15274.35,15677.3,16081.44,16489.45,16902.38,17325.33,17756.52,18206.47,18679.86,19167.66,19678.44,20208.26,20746.76,21287.38,21817.27,22335.08,22824.45,23279.94,23720.59,24148.1,24570.81,24988.08,25400.68,25806.78,26201.55,26599.05,26999.09,27397.12,27791.83,28177,28554.42,28930.1,29301.82,29661.27,30033.12,30431.9,30833.02,31232.63,31634.99,32042.88,32464.87,32903.7,33352.17,33803.53,34248.6,34680.46,35107.26,35528.11,35927.51,36304.41
508,Mozambique,Number (Thousand),Number (1000),6917.52,7060.38,7209.81,7363.64,7524.15,7689.64,7859.47,8035.53,8217.93,8411.68,8622.89,8860.59,9123.67,9404.22,9703.73,10019.21,10363.58,10741.13,11127.84,11413.59,11640.02,11901.83,12163.33,12426.22,12680.07,12909.8,12964.79,12956.77,13087.6,13303.46,13561.18,13816.88,14206.25,14912.87,15594.83,16079.55,16521.72,16923.19,17337.89,17768.51,18220.72,18694.95,19186.76,19694.41,20211.12,20735.98,21280.51,21845.57,22436.66,23073.72,23760.42,24487.61,25251.73,26038.71,26843.25,27696.49,28569.44,29423.88,30285.6
104,Myanmar,Number (Thousand),Number (1000),22203.11,22699.7,23210.69,23737.82,24286.88,24854.71,25440.03,26044.11,26659.48,27284.11,27914.95,28551.95,29165.36,29751.94,30344.28,30941.38,31554.6,32185.6,32821.78,33465.78,34110.1,34742.59,35424.26,36159.84,36881.02,37572.34,38233.17,38868.27,39489.42,40099.55,40680.53,41237.81,41788.3,42337.11,42880.19,43423.37,43972.05,44516.18,45041.64,45538.33,46014.83,46480.23,46924.29,47338.45,47724.47,48088.28,48445.65,48729.49,49015.84,49390.99,49794.52,50218.18,50648.33,51072.44,51483.95,51892.35,52288.34,52666.01,53040.21
516,Namibia,Number (Thousand),Number (1000),601.42,613.81,627.36,642.05,657.89,674.82,693.06,712.43,732.88,754.47,777,800.61,824.92,850.09,876.57,901.84,926.11,942.02,957.33,975.99,987.39,1005.52,1033.09,1061.99,1093.31,1127.99,1165.43,1207.95,1288.07,1369.01,1415.62,1461.69,1509.84,1558.45,1605.37,1650.07,1693.24,1735.95,1778.28,1819.14,1856.4,1888.53,1915.42,1939.41,1962.87,1986.56,2011.49,2038.55,2067.92,2099.27,2132.34,2167.47,2204.51,2243,2282.7,2323.35,2364.53,2405.68,2446.64
520,Nauru,Number (Thousand),Number (1000),4.75,4.95,5.2,5.49,5.8,6.02,6.12,6.29,6.51,6.66,6.78,6.88,6.99,7.1,7.2,7.31,7.44,7.54,7.59,7.63,7.69,7.67,7.83,8.12,8.31,8.53,8.76,9.02,9.31,9.6,9.9,10.13,10.23,10.27,10.32,10.35,10.36,10.38,10.38,10.38,10.36,10.35,10.34,10.34,10.32,10.29,10.27,10.24,10.23,10.24,10.28,10.44,10.69,10.94,11.19,11.44,11.68,11.92,12.13
524,Nepal,Number (Thousand),Number (1000),10365.14,10570.72,10782.72,11002.82,11232.95,11470.2,11715.58,11970.41,12231.87,12501.28,12774.87,13052.22,13335.96,13626.3,13925.54,14230.74,14550.43,14888.77,15238.56,15600.44,15969.79,16347.12,16740.66,17141.61,17540.57,17936.93,18326.2,18720.74,19145.08,19616.53,20130.78,20702.13,21267.36,21794.75,22305.57,22783.97,23249.42,23703.33,24143.16,24559.5,24956.07,25332.18,25682.91,26003.97,26285.11,26518.97,26713.65,26881.54,27026.94,27161.57,27266.4,27330.69,27381.56,27462.11,27610.33,27861.19,28183.43,28506.71,28832.5
528,Netherlands (Kingdom of the),Number (Thousand),Number (1000),11647.37,11803.46,11958.42,12117.83,12275.79,12426.79,12576.97,12727.2,12881.25,13037.69,13186.71,13324.18,13447.57,13560.53,13663.97,13760.11,13855.57,13949.41,14040.29,14130.39,14217.32,14296.53,14369.65,14441.93,14515.7,14592.53,14675.3,14762.32,14850.23,14944.55,15046.58,15150.68,15251.09,15349.48,15446.67,15538.62,15629.91,15722.59,15812.49,15899.14,15981.64,16057.04,16127.58,16196.04,16261.83,16325.68,16391.23,16460.77,16536.21,16617.12,16701.47,16785.3,16867.35,16954.08,17041.11,17124.51,17207.2,17286.04,17363.26
530,Netherlands Antilles,Number (Thousand),Number (1000),143.8,146.2,148.67,151.17,153.69,156.24,158.82,161.38,163.89,166.33,168.63,170.62,172.18,173.48,174.71,175.9,177.09,178.29,179.48,180.64,181.85,183.26,184.76,186.25,187.77,189.32,190.91,192.55,194.21,195.9,197.57,198.56,198.16,196.89,195.39,193.7,191.84,189.85,187.77,185.88,185.27,186.71,189.38,192.32,195.48,198.88,202.35,205.84,209.28,212.64,0,0,0,0,0,0,0,0,0
540,New Caledonia,Number (Thousand),Number (1000),84.03,86.88,89.62,92.23,94.8,97.45,100.2,103.16,106.69,110.98,115.79,120.87,126.12,131.48,136.6,140.67,143.37,145.26,146.95,148.6,150.23,151.97,154.1,156.75,159.7,162.8,166.06,169.47,173.16,177.26,181.72,186.26,190.78,195.26,199.7,204.09,208.42,212.76,217.12,221.54,225.99,230.4,234.69,238.65,242.14,245.63,249.37,253.08,256.98,261.43,266.3,271.3,276.39,280.8,283.03,283.75,284.35,284.88,285.37
554,New Zealand,Number (Thousand),Number (1000),2431.62,2486.31,2540.03,2590.65,2638.32,2684.36,2725.2,2756.42,2786.35,2824.06,2868.89,2920.88,2980.64,3042.81,3095.43,3127.81,3141.17,3143.3,3142.54,3147.17,3160.62,3185.72,3219.83,3250.34,3268.36,3281.67,3299.45,3316,3333.76,3397.39,3481.6,3532.56,3573.74,3620.89,3673.89,3728.46,3775.85,3810.04,3833.49,3855.27,3889.58,3948.58,4019.94,4081.41,4132.78,4179.98,4221.49,4260.24,4302.89,4346.34,4381.27,4410.28,4450.64,4514.19,4590.59,4668.08,4746.25,4838.53,4959.03
558,Nicaragua,Number (Thousand),Number (1000),1844.63,1901.45,1960.15,2020.94,2084.1,2150,2219,2291.3,2366.64,2444.77,2525.48,2603.18,2682.75,2769.21,2857.46,2947.45,3038.68,3128.55,3214.31,3303.31,3397.66,3491.91,3584.61,3674.5,3763.03,3852.02,3941.46,4033.29,4129.45,4227.82,4327.29,4427.17,4526.69,4625.26,4721.93,4812.39,4895.96,4974.55,5049.88,5123.22,5192.76,5259.01,5323.06,5386.22,5454.68,5529.81,5607.45,5687.74,5770.64,5855.73,5942.55,6030.61,6119.38,6208.68,6298.6,6389.23,6480.53,6572.23,6663.92
562,Niger,Number (Thousand),Number (1000),3602.53,3711.07,3822.7,3937.01,4053.52,4172.5,4294.28,4417.95,4542.99,4669.71,4797.07,4926.32,5059.38,5196.58,5339.5,5488.66,5644.7,5810.35,5987.15,6173.18,6366.26,6564.45,6766.61,6973.85,7187.62,7408.36,7636.59,7872.25,8116.07,8370.65,8634.64,8907.64,9193.08,9493.32,9813.92,10149.94,10494.2,10854.92,11231.47,11622.67,12031.43,12456.52,12900.79,13366.89,13855.22,14365.17,14897.87,15455.18,16037.92,16647.54,17283.11,17954.41,18653.2,19372.01,20128.12,20921.74,21737.92,22577.06,23443.39
566,Nigeria,Number (Thousand),Number (1000),45855.51,46821.85,47822.57,48856.33,49925.8,51020.3,52106.68,53210.12,54360.75,55569.26,56837.61,58173.83,59605.45,61157.93,62851.31,64658.32,66589.65,68633.34,70750.31,72951.44,75175.39,77388.07,79351.59,81337.55,83585.25,85804.18,88044.19,90351.47,92744.07,95214.26,97685.36,100182.04,102775.46,105456.12,108187.61,110956.18,113791.18,116690.53,119695.57,122851.98,126152.68,129583.03,133119.8,136756.85,140490.72,144329.77,148294.03,152382.51,156595.76,160952.85,165463.75,170075.93,174726.12,179379.02,183995.79,188666.93,193495.91,198387.62,203304.49
570,Niue,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.27,4.05,3.91,3.83,3.73,3.64,3.53,3.4,3.23,3.04,2.85,2.68,2.6,2.58,2.56,2.53,2.5,2.46,2.42,2.38,2.34,2.3,2.26,2.21,2.14,2.07,2.01,1.97,1.93,1.89,1.86,1.83,1.82,1.82,1.82,1.81,1.81,1.81,1.83,1.83,1.85,1.86,1.87,1.89,1.92
807,North Macedonia,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018.02,1996.89,1982.46,1983.96,1994.23,2004.23,2012.85,2023.78,2037.94,2053.38,2064.74,2071.14,2075.88,2078.66,2081.08,2083.49,2086.23,2089.79,2093.83,2097.1,2099.48,2102.22,2105.29,2107.96,2110.2,2111.98,2113.49,2114.18
580,Northern Mariana Is.,Number (Thousand),Number (1000),8.96,9.25,9.56,9.89,10.23,10.58,10.72,10.44,9.95,10.14,11.28,12.73,14.09,14.9,15.27,15.6,15.9,16.19,16.49,17.61,19.9,22.65,25.59,28.74,32.04,35.46,38.92,42.38,45.86,48,48.3,48.13,47.95,47.78,48.72,53.37,60.82,68.5,76.24,80.34,79.48,77.16,74.62,71.9,69.03,66.06,63.05,60.03,57.06,54.09,52.52,52.36,52.14,51.86,51.51,51.13,50.73,50.3,49.86
578,Norway,Number (Thousand),Number (1000),3609.99,3639.13,3666.8,3694.67,3723.51,3753.08,3784.34,3816.3,3847.52,3875.55,3902.91,3933.05,3960.71,3985.38,4007.47,4026.31,4043.36,4058.81,4072.65,4085.78,4099.85,4114.93,4128.57,4140.24,4152.64,4167.46,4187.04,4209.65,4227.07,4241.64,4261.89,4286.56,4312.14,4336.74,4359.33,4381.51,4405.33,4431.68,4462.14,4491.2,4514.02,4538.44,4565.17,4592.28,4623.69,4661.09,4709.58,4768.65,4829.2,4889.74,4953.56,5019.06,5080.67,5137.92,5190.36,5236.59,5277.39,5312.32,5348.28
512,Oman,Number (Thousand),Number (1000),546.44,557.14,568.6,580.83,593.81,607.54,622.04,637.38,653.59,670.69,688.8,708.04,728.6,754.68,787.2,824.08,866.12,912.75,963.35,1017.46,1075.62,1138.3,1204.63,1273.31,1353.29,1443.45,1533.35,1623.43,1713.84,1804.52,1895.19,1985.23,2071.87,2133.68,2172.67,2209.96,2245.59,2279.73,2312.6,2344.25,2374.65,2403.66,2431.6,2468.86,2515.19,2560.65,2605.7,2651.03,2697.54,2881.91,3206.87,3535.58,3816.68,4009.27,4191.78,4398.07,4541.85,4601.16,4602.77
586,Pakistan,Number (Thousand),Number (1000),47060.92,48161.84,49325.05,50552.59,51841.63,53199.41,54629.79,56124.74,57676.81,59290.87,60878.78,62509.57,64285.62,66149.17,68127,70230.92,72451.1,74789.33,77407.34,80624.06,84270.2,87828.2,91080.37,94003.87,97121.55,100618.52,104251.09,107967.84,111670.39,115414.07,119203.57,122375.18,125546.62,129245.14,133117.48,137234.81,141330.27,145476.11,149694.46,154369.92,159217.73,163262.81,166876.68,170648.62,174372.1,178069.98,181924.52,185931.95,190123.22,194454.5,198602.74,202205.86,205337.56,208251.63,210969.3,213524.84,216379.65,219731.48,223293.28
585,Palau,Number (Thousand),Number (1000),9.64,9.85,10.08,10.32,10.56,10.81,10.99,11.08,11.16,11.37,11.74,12.17,12.54,12.66,12.61,12.54,12.46,12.39,12.3,12.25,12.39,12.67,12.97,13.3,13.64,13.98,14.31,14.63,14.96,15.29,15.64,16,16.38,16.77,17.21,17.73,18.3,18.85,19.38,19.73,19.83,19.85,19.88,19.91,19.83,19.62,19.37,19.1,18.83,18.54,18.24,17.95,17.81,17.8,17.79,17.82,17.84,17.86,17.92
275,Palestine,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2623.14,2734,2847.21,2950.92,3044.49,3139.95,3230.08,3309.49,3384.19,3460.12,3541.19,3627.67,3717.88,3808.82,3899.4,3992.28,4087.74,4184.16,4281.79,4380.48,4484.61,4593.85,4700.95,4805.55,4909.77
591,Panama,Number (Thousand),Number (1000),1160.83,1196.29,1233.27,1271.46,1310.56,1350.46,1391.07,1432.26,1473.96,1516.19,1559.07,1602.65,1646.58,1690.68,1734.88,1779.04,1823.15,1867.31,1911.81,1956.99,2003.09,2050.25,2098.5,2147.58,2197.07,2246.96,2297.23,2347.82,2398.53,2449.97,2502.04,2554.38,2607.5,2661.39,2716.07,2771.61,2827.99,2885.18,2943.12,3001.73,3061.02,3120.99,3181.61,3243.31,3305.87,3368.57,3431.61,3495.28,3559.34,3623.62,3688.67,3754.86,3821.56,3888.79,3957.1,4026.34,4096.06,4165.26,4232.53
598,Papua New Guinea,Number (Thousand),Number (1000),2035.67,2082.56,2129.22,2175.41,2222.18,2271.49,2322.65,2375.36,2430.92,2489.06,2549.32,2610.7,2672.14,2733.31,2794.46,2855.84,2917.57,2979.61,3041.9,3104.79,3169.07,3235.26,3303.68,3374.47,3447.58,3522.92,3600.34,3679.65,3764.11,3864.97,3991,4136.64,4291.59,4451.69,4616.44,4785.9,4960.44,5138.83,5321.39,5508.3,5698.49,5892.6,6090.98,6293.17,6498.82,6708.22,6921.07,7137.99,7358.89,7583.27,7806.64,8026.55,8245.63,8464.15,8682.17,8899.17,9114.8,9329.23,9542.49
600,Paraguay,Number (Thousand),Number (1000),1941.21,1989.38,2039.39,2090.84,2143.15,2195.95,2248.88,2301.89,2355.12,2408.79,2463.78,2521.51,2583.16,2648.08,2714.66,2782.62,2852.43,2924.37,2999.41,3078.91,3163.3,3251.68,3343.28,3437.89,3535.5,3636.03,3739.05,3844.44,3951.29,4059.2,4168,4277.05,4386.2,4495.3,4603.92,4711.66,4818.29,4923.45,5026.03,5123.82,5211.54,5286.51,5353.25,5416.32,5476.88,5534.68,5590.15,5645.15,5702.57,5768.61,5843.94,5923.32,6005.65,6090.72,6177.95,6266.62,6355.4,6443.33,6530.03
604,Peru,Number (Thousand),Number (1000),10478.1,10792.09,11112.67,11442.3,11781.58,12127.99,12481.63,12843.25,13213.74,13562.37,13911.97,14292.44,14674.79,15057.18,15441.5,15826.81,16224.61,16638.48,17059.19,17492.41,17932.35,18374.37,18826.91,19285.65,19746.61,20208.44,20671.36,21143.8,21624.31,22109.1,22583.01,23047.25,23513.88,23983.26,24449.06,24907.3,25365.39,25818.23,26252.24,26654.44,27014.91,27334.5,27623.34,27893.91,28147.27,28381.08,28600.39,28806.19,29009.33,29229.57,29477.72,29749.59,30038.81,30353.95,30711.86,31132.78,31605.49,32203.94,32824.86
608,Philippines,Number (Thousand),Number (1000),29342.41,30185.98,31043.71,31916.62,32805.54,33704.75,34616.86,35544.97,36477.17,37435.59,38421.75,39412.48,40406.23,41388.32,42394.43,43474.37,44646.52,45890.74,47154.23,48419.55,49679.33,50938.52,52219.68,53514.96,54812.66,56109.84,57415.18,58755.92,60127.34,61558.9,63039.75,64543.53,66083.32,67650.28,69250.47,70944.97,72718.84,74491.92,76249.07,77958.22,79626.09,81285.57,82942.84,84607.5,86261.25,87901.84,89561.38,91252.33,92946.95,94636.7,96337.91,98032.32,99700.11,101325.2,103031.37,104875.27,106738.5,108568.84,110380.8
616,Poland,Number (Thousand),Number (1000),29913.23,30271.92,30608.32,30927.87,31224.08,31504.83,31765.96,32016.87,32262.06,32482.94,32710.74,32979.4,33270.01,33578.68,33899.77,34229.71,34561.58,34870.7,35188.36,35521.43,35851.1,36188.64,36536.14,36876.56,37179.16,37436.8,37654.41,37812.08,37939.01,38064.25,38167.38,38252.28,38319.3,38375.46,38401.98,38401.41,38396.13,38379.99,38354.96,38504.43,38662.86,38647.48,38621.53,38596.04,38575.91,38547.18,38521.87,38522.88,38555.29,38597.35,38620.85,38625.87,38607.35,38581.87,38553.15,38532.11,38532.81,38521.46,38493.6
620,Portugal,Number (Thousand),Number (1000),8896.92,8905.44,8907.7,8905.56,8899.09,8881.85,8856.64,8821.53,8768.15,8683.63,8700.52,8833.27,8957.96,9079.6,9202.71,9330.2,9459,9578.26,9686.18,9785.25,9856.75,9904.42,9943.82,9974.82,9996.9,10011.03,10020.2,10023.31,10020.32,10007.35,9986.42,9978.74,9992.1,10018.1,10051.25,10087.65,10130.55,10179.42,10233.37,10300.63,10371.82,10430.91,10473.34,10501.52,10523.32,10543.95,10565.55,10580.96,10591.34,10588.4,10564.83,10522.09,10464.53,10408.37,10365.44,10332.75,10307.53,10289.83,10289.92
630,Puerto Rico,Number (Thousand),Number (1000),2404.22,2446.29,2486.86,2526.15,2564.27,2601.2,2636.74,2670.53,2701.8,2737.62,2782.02,2829.18,2876.68,2924.36,2972.27,3020.46,3068.87,3117.17,3166.21,3214.57,3259.45,3301.07,3339.38,3374.45,3406.28,3434.98,3461.93,3487.97,3513.74,3543.78,3578.45,3612.63,3645.02,3675.75,3704.95,3732.81,3759.52,3785.24,3810.11,3827.11,3832.13,3830.77,3825.63,3817.04,3805.56,3791.56,3775.44,3757.62,3738.94,3717.92,3691.61,3657.99,3615.02,3560.01,3497.34,3432.74,3366.41,3319.27,3292.89
634,Qatar,Number (Thousand),Number (1000),40.11,45.12,50.95,57.53,64.84,73.1,82.52,93.02,104.52,118.01,133.1,148.34,163.73,179.3,195.04,210.99,227.18,243.62,260.37,277.45,294.89,312.61,330.45,348.24,365.87,382.33,397.39,412.14,426.9,441.68,456.49,471.29,486.04,500.68,515.13,529.27,550.59,581,613.3,645.94,678.83,713.19,748.53,777.94,848.71,1015.06,1231.89,1444.28,1610.28,1713.5,1804.17,1905.66,2035.5,2214.47,2414.57,2595.17,2711.76,2766.73,2807.24
642,Romania,Number (Thousand),Number (1000),18622.91,18770.33,18895.14,19010.05,19117.07,19221.48,19348.54,19515.3,19711.72,19922.62,20145.24,20382.17,20628.25,20889.66,21167.26,21449.63,21678.7,21844.03,21993.49,22125.22,22237.47,22331.06,22403.76,22465.04,22525.36,22587.32,22653.81,22719.09,22788.04,22836.23,22842.48,22800.96,22721.66,22632.78,22533.13,22417.87,22289.53,22161.24,22039.01,21919.88,21797.59,21653.53,21481.32,21289.29,21092.26,20909.4,20744.23,20597.51,20466.32,20335.21,20220.28,20137.12,20066.55,19995.84,19906.08,19797.82,19698.85,19606.78,19524.21
643,Russian Federation,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148725.6,148897.27,148829.11,148557.45,148233.41,147939.97,147672.73,147336.39,146844.84,146235.53,145590.14,144946.72,144353.64,143800.05,143338.67,143117.69,143086.55,143163.64,143242.6,143364.54,143629.36,143956.87,144285.07,144668.39,145109.16,145452.54,145652.29,145742.29
646,Rwanda,Number (Thousand),Number (1000),3046.65,3122.12,3191.31,3263.64,3348.63,3444.02,3549.46,3662.01,3777.88,3896.37,4015.4,4135.58,4259.48,4386.37,4515.76,4648.21,4783.25,4921.95,5074.37,5247.53,5441.97,5652.9,5859.4,6056.73,6266.75,6497.8,6735.83,6953.98,7141.97,7319.96,7485.68,7657.21,7904.74,6732.66,5686.9,6715.51,7666.73,7914.65,8009.59,8109.99,8223.94,8372.31,8567.99,8791.85,9026.3,9270.07,9523.17,9782,10043.74,10309.03,10576.93,10840.33,11101.35,11368.45,11642.96,11930.9,12230.34,12531.81,12835.03
638,Réunion,Number (Thousand),Number (1000),379.57,392.31,404.47,416.68,427.61,436.83,445.6,454.76,464.41,473.93,483.21,492.12,500.5,508.18,515.59,523.01,530.26,537.4,544.47,551.67,559.22,567.49,577.04,587.82,599.3,610.81,622.27,633.97,646.11,658.99,672.56,686.47,700.08,713.17,725.98,738.57,751.35,763.87,775.08,785.42,795.5,805.24,814.99,824.52,833.66,845.37,860.6,873.98,883.11,890.13,896.63,902.14,906.89,914.79,922.5,926.63,932.74,941.19,949.42
652,Saint Barthélemy,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.43,8.62,8.82,8.99,9.11,9.22,9.34,9.47,9.64,9.84,10.04,10.26,10.48
654,Saint Helena/Asc./Trist.,Number (Thousand),Number (1000),5.39,5.42,5.44,5.46,5.47,5.49,5.54,5.61,5.68,5.76,5.84,5.93,6,6.07,6.12,6.17,6.22,6.29,6.34,6.4,6.45,6.52,6.57,6.62,6.65,6.68,6.69,6.68,6.64,6.61,6.57,6.52,6.46,6.4,6.34,6.29,6.22,6.16,6.09,6.03,5.94,5.85,5.75,5.64,5.53,5.43,5.31,5.26,5.29,5.32,5.36,5.39,5.42,5.46,5.5,5.51,5.5,5.47,5.45
659,Saint Kitts and Nevis,Number (Thousand),Number (1000),56.25,55.41,54.39,53.26,52.02,50.68,49.27,47.77,46.13,44.97,44.58,44.42,44.24,44.06,43.89,43.74,43.6,43.47,43.28,43.1,42.95,42.79,42.6,42.38,42.14,41.89,41.62,41.32,40.99,40.64,40.54,40.9,41.45,42,42.55,43.1,43.66,44.23,44.83,45.46,45.99,46.26,46.43,46.58,46.73,46.87,47.02,47.16,47.29,47.4,47.58,47.73,47.77,47.79,47.79,47.79,47.79,47.76,47.71
662,Saint Lucia,Number (Thousand),Number (1000),92.76,93.82,94.89,95.95,97.02,98.13,99.26,100.4,101.61,103.09,104.78,106.46,108.11,109.74,111.5,113.42,115.39,117.4,119.46,121.63,123.91,126.19,128.44,130.62,132.75,134.81,136.78,138.66,140.46,142.3,144.27,146.42,148.6,150.56,152.35,153.97,155.45,156.85,158.26,159.5,160.59,161.8,163.05,164.24,165.39,166.47,167.52,168.58,169.69,170.94,172.15,173.12,173.98,174.8,175.62,176.41,177.16,177.89,178.58
670,Saint Vincent/Grenadines,Number (Thousand),Number (1000),85.67,87.18,88.64,90.05,91.5,92.96,94.38,95.76,97.13,98.46,99.7,100.84,101.92,102.95,103.88,104.71,105.5,106.24,106.88,107.48,108.19,108.97,109.68,110.33,110.91,111.39,111.77,112.08,112.32,112.49,112.78,113.22,113.62,113.94,114.17,114.29,114.28,114.17,114,113.81,113.64,113.45,113.11,112.61,112.04,111.43,110.82,110.32,109.84,109.31,108.7,108.08,107.45,106.91,106.48,105.96,105.55,105.28,104.92
663,Saint-Martin (French),Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.89,35.54,36.13,36.46,36.35,36.03,35.64,35.26,35.02,34.81,34.5,33.85,33.12
882,Samoa,Number (Thousand),Number (1000),116.82,120.16,123.42,126.58,129.79,132.98,135.75,138.15,140.46,142.77,145.06,147.33,149.59,152.24,155.26,158.14,160.36,161.99,163.49,164.91,166.19,166.88,166.94,166.78,166.52,166.37,166.77,167.45,167.89,168.19,168.7,169.8,171.36,173.11,174.9,176.71,178.54,180.38,182.21,184.01,185.53,186.63,187.44,188.07,188.63,189.38,190.48,191.79,193.18,194.67,196.35,198.12,199.94,201.76,203.57,205.54,207.63,209.7,211.91
678,Sao Tome and Principe,Number (Thousand),Number (1000),68.7,69.52,70.27,70.99,71.73,72.57,73.56,74.74,76.06,77.58,79.23,80.83,82.47,84.19,86.04,88.08,90.3,92.66,95.02,97.21,99.17,100.93,102.65,104.5,106.61,108.97,111.61,114.51,117.44,120.34,123.08,125.65,128.18,130.67,133.08,135.41,137.66,139.79,141.81,143.71,146.26,149.84,153.76,157.7,161.68,165.72,169.84,174,178.13,182.14,186.04,189.93,193.76,197.5,201.12,204.63,208.04,211.34,214.6
682,Saudi Arabia,Number (Thousand),Number (1000),4306.05,4458.52,4621.65,4795.13,4978.92,5173.24,5381.03,5604.58,5844.84,6106.19,6396.66,6724.26,7088.76,7483.51,7897.55,8319.56,8755.22,9210.56,9682,10171.71,10678.21,11201.15,11746.02,12310.36,12890.25,13483.35,14089.8,14713.72,15353.23,16004.76,16654.28,17281.35,17846.46,18367.53,18888.86,19410.28,19938.38,20472.58,21009.66,21547.39,22085.93,22623.42,23150.85,23661.81,24397.64,25382.87,26400.07,27437.35,28483.8,29411.93,30150.94,30821.54,31482.5,32125.56,32749.85,33416.27,34193.12,35018.13,35827.36
686,Senegal,Number (Thousand),Number (1000),3367.08,3463.53,3562.47,3664.6,3770.87,3881.99,3997.87,4117.66,4240.86,4367.74,4498.62,4633.45,4772.04,4911.42,5047.92,5181.2,5308.3,5433.23,5564.47,5703.87,5852.03,6008.39,6171.87,6341.8,6520.7,6710.89,6909.84,7113.64,7321.83,7536,7754.29,7974.51,8196.55,8417,8632.68,8843.42,9051.54,9261.53,9478.56,9704.29,9938.03,10180.95,10434.5,10698.69,10974.06,11263.39,11563.87,11872.93,12195.03,12530.12,12875.88,13231.83,13595.57,13970.31,14356.18,14751.36,15157.79,15574.91,16000.78
688,Serbia,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7794.79,7758.17,7722.79,7688.03,7653.75,7620.92,7591.35,7566.68,7543.96,7519.5,7493.29,7464.88,7433.82,7401.06
891,Serbia and Montenegro,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8571.17,8586.62,8600.92,8614.53,8626.45,8631.13,8619.41,8593.47,8568.35,8550.86,8537.01,8519.82,8495.94,8463.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,Seychelles,Number (Thousand),Number (1000),44.04,44.97,45.96,47.02,48.12,49.28,50.52,51.81,53.1,54.38,55.69,57.05,58.36,59.62,60.94,62.18,63.17,63.98,64.66,65.29,65.93,66.44,66.86,67.35,67.83,68.33,68.9,69.59,70.34,71.06,71.75,72.42,73.04,73.85,74.73,75.55,76.53,77.66,78.83,80.06,81.26,82.43,83.59,84.72,85.88,87.09,88.33,89.64,91.03,92.41,93.83,95.31,96.71,98,99.24,100.51,101.81,103.1,104.37
694,Sierra Leone,Number (Thousand),Number (1000),2341.07,2382.91,2426.75,2472.69,2520.58,2569.74,2620.4,2672.37,2724.9,2778.56,2832.39,2886.64,2942.33,2998.84,3055.92,3112.86,3172.2,3235.17,3300.03,3367.48,3437.11,3509.2,3585.77,3666.26,3749.42,3842.92,3947.87,4056.22,4159.16,4325.39,4378.17,4301.57,4295.69,4314.95,4324.15,4347.37,4405.03,4449.98,4475.15,4584.07,4857.1,5140.11,5350.91,5533.33,5683.33,5809.77,5939.16,6090.86,6259.84,6436.7,6612.39,6788.59,6964.86,7140.69,7314.77,7493.91,7677.57,7861.28,8046.83
702,Singapore,Number (Thousand),Number (1000),1657.55,1711.05,1762.52,1812.33,1860.65,1906.85,1950.28,1990.68,2027.41,2061.83,2095.9,2131.57,2168.36,2202.33,2232.43,2261.94,2292.17,2323.25,2358.23,2400.73,2451.72,2507.22,2564.77,2624.37,2685.99,2749.73,2814.74,2880.5,2945.69,3022.21,3120.62,3228.23,3334.13,3438.61,3543.88,3651.9,3760.65,3866.29,3966.48,4053.6,4121.34,4176.79,4226.41,4270.4,4344.64,4486.58,4663.26,4838.4,5010.7,5163.59,5281.34,5381.01,5478.06,5570.5,5650.02,5711.93,5764.49,5814.54,5866.4
