Country (Code UN (M49)),Country (Name),Unit (Name),Unit,[1961],[1962],[1963],[1964],[1965],[1966],[1967],[1968],[1969],[1970],[1971],[1972],[1973],[1974],[1975],[1976],[1977],[1978],[1979],[1980],[1981],[1982],[1983],[1984],[1985],[1986],[1987],[1988],[1989],[1990],[1991],[1992],[1993],[1994],[1995],[1996],[1997],[1998],[1999],[2000],[2001],[2002],[2003],[2004],[2005],[2006],[2007],[2008],[2009],[2010],[2011],[2012],[2013],[2014],[2015],[2016],[2017],[2018],[2019]
344,"China, Hong Kong SAR",Number (Thousand),Number (1000),3231.76,3331.19,3424.35,3514.76,3602.03,3684.66,3762.18,3834.04,3898.39,3955.07,4028.61,4128.33,4234.75,4342.77,4451.22,4558.87,4664.9,4768.8,4872.75,4978.55,5077.74,5166.9,5252.13,5333.57,5411.68,5492.79,5578.53,5665.62,5752.71,5838.57,5923.45,6007.69,6089.81,6168.71,6243.86,6333.44,6441.24,6546.06,6641.97,6731.19,6801.54,6848.85,6886.46,6916,6936.88,6960.6,7001.46,7050.68,7094.6,7132.44,7175.36,7234.06,7296.83,7352.18,7399.84,7435.93,7461.52,7481.56,7496.12
446,"China, Macao SAR",Number (Thousand),Number (1000),178.67,186.04,193.62,201.38,209.28,217.23,225.15,232.93,240.42,247.28,249.83,248.67,247.84,247.28,246.92,246.66,246.41,246.05,245.6,245.33,248.69,256.69,266.25,276.59,287.7,299.49,311.81,324.48,337.34,350.23,362.39,372.37,380.71,388.78,396.64,404.3,411.7,418.78,425.52,431.9,439.12,449.67,462.53,475.53,488.62,501.86,515.33,529.04,543.02,557.3,571,582.77,593.37,604.17,615.24,626.69,638.61,650.99,663.65
170,Colombia,Number (Thousand),Number (1000),16182.41,16691.28,17210.96,17739.76,18275.81,18811.41,19343.96,19872.5,20392.26,20905.25,21405.41,21898.06,22396.32,22897.87,23403.73,23913,24443.93,25003.61,25579.32,26176.19,26785.98,27405.19,28042.33,28689.03,29326.26,29960.1,30603.05,31256.73,31923.12,32601.39,33272.63,33939.04,34614.74,35295.46,35970.1,36632.57,37291.95,37944.42,38585.03,39215.14,39837.88,40454.05,41057.69,41648.27,42220.94,42772.91,43306.58,43815.31,44313.92,44816.11,45308.9,45782.42,46237.93,46677.95,47119.73,47625.96,48351.67,49276.96,50187.41
174,Comoros,Number (Thousand),Number (1000),198.62,202.53,206.55,210.66,214.94,219.37,224.32,229.97,236,242.35,249.07,256.19,263.73,271.72,280.04,288.81,298.15,307.94,318.12,328.33,337.99,347.05,356.14,365.67,375.65,386.07,396.89,408.07,419.58,431.12,442.28,452.99,463.32,473.48,483.76,494.29,505.03,515.96,526.44,536.76,547.74,559.05,570.13,581.15,592.68,604.66,616.9,629.47,642.49,656.02,670.07,684.55,699.39,714.61,730.22,746.23,761.66,776.31,790.99
178,Congo,Number (Thousand),Number (1000),1083.43,1112.35,1142.6,1174.27,1207.41,1242.12,1278.31,1316.13,1355.7,1396.99,1440.16,1485.27,1532.07,1580.28,1624.93,1665.42,1706.18,1747.21,1788.22,1829.26,1870.54,1911.63,1951.85,2001.74,2062.55,2124.86,2188.65,2253.34,2319.18,2385.43,2452.68,2520.96,2594.17,2669.22,2742.31,2816.59,2875.04,2937.17,3016.66,3134.03,3254.1,3331.16,3424.65,3543.01,3672.84,3813.32,3956.33,4089.6,4257.23,4437.88,4584.22,4713.26,4828.07,4944.86,5064.39,5186.82,5312.34,5441.06,5570.73
180,"Congo, Dem. Rep. of the",Number (Thousand),Number (1000),15673.28,16086.08,16517.99,16965.85,17438.25,17941.74,18472.1,19022.8,19583.12,20151.73,20712.95,21273.41,21853.91,22448.42,23052.72,23655.02,24256.46,25015.24,25902.76,26708.69,27457.78,28219.22,29005.17,29879.85,30800.05,31725.13,32712.57,33750.05,34825.89,35987.54,37194.81,38332.3,39580.85,41511.99,43285.79,44118.71,44822.2,45895.53,47227.24,48616.32,50106.66,51662.07,53205.64,54815.61,56550.25,58381.63,60289.42,62249.72,64270.23,66391.26,68654.27,70997.87,73460.02,76035.59,78656.9,81430.98,84283.27,87087.35,89906.89
184,Cook Islands,Number (Thousand),Number (1000),18.01,18.26,18.41,18.57,18.77,19,19.31,19.68,20.07,20.47,20.85,20.76,20.18,19.54,18.86,18.22,17.88,17.81,17.73,17.65,17.56,17.4,17.18,16.93,16.66,16.5,16.56,16.73,16.92,17.12,17.31,17.46,17.57,17.66,17.74,17.8,17.58,17.07,16.5,15.9,15.29,15.03,15.08,15.11,15.15,15.2,15.51,16.06,16.64,17.21,17.77,18,17.92,17.82,17.7,17.55,17.4,17.25,17.11
188,Costa Rica,Number (Thousand),Number (1000),1396.14,1447.04,1498.65,1550.66,1602.74,1654.62,1706.06,1756.33,1805.97,1855.7,1905.49,1955.55,2006.25,2058.24,2111.85,2167.55,2225.63,2286.21,2349.26,2414.3,2481.34,2550.78,2622.53,2696.2,2771.46,2847.85,2924.59,3001.46,3079,3158.25,3239.41,3321.94,3405.37,3489.15,3572.86,3656.23,3739.42,3821.42,3901.43,3979.19,4053.22,4122.62,4188.61,4252.8,4315.89,4378.17,4440.02,4501.92,4563.13,4622.25,4679.93,4736.59,4791.53,4844.29,4895.24,4945.2,4993.84,5040.73,5084.53
191,Croatia,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4798.32,4792.4,4819.43,4807.1,4758.63,4711.37,4659.93,4605.33,4548.43,4506.76,4482.87,4461.14,4443.35,4429.68,4417.56,4405.53,4393.66,4382.13,4368.68,4351.84,4331.6,4308.85,4283.97,4254.81,4223.75,4192.47,4160.48,4129.75
192,Cuba,Number (Thousand),Number (1000),7418.52,7574.27,7736.35,7902.29,8067.65,8230.45,8390.96,8550.29,8709.65,8869.64,9025.71,9169.29,9297.92,9413.11,9514.31,9600.86,9672.55,9729.99,9774.71,9809.11,9848.56,9908.88,9984.59,10065.54,10149.05,10235.48,10326.91,10425.43,10527.19,10626.68,10713.81,10783.75,10840.93,10887.21,10926.7,10963.03,10998.13,11033.76,11070.09,11105.79,11139.13,11170.05,11199.22,11225.3,11246.11,11260.63,11269.89,11276.61,11283.18,11290.42,11298.71,11309.29,11321.58,11332.03,11339.89,11342.01,11336.41,11328.24,11316.7
531,Curaçao,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.68,163.95,166.14,168.03,169.57,170.74,171.53,184.72,193.11
196,Cyprus,Number (Thousand),Number (1000),594.77,601.1,607.07,612.34,617.35,622.57,627.7,632.45,636.82,640.8,644.41,647.62,650.71,648.59,644.98,648.87,656.41,663.98,671.61,679.33,687.17,696.23,707.48,719.68,731.66,743.45,755.02,766.41,777.59,788.5,799.06,810.43,825.99,844.44,862.42,880.06,897.47,914.66,931.6,948.24,964.83,982.2,1000.35,1018.68,1037.06,1055.44,1073.87,1092.39,1110.97,1129.69,1145.09,1156.56,1166.97,1176.99,1187.28,1197.88,1208.52,1218.83,1228.84
203,Czechia,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10318.92,10321.3,10311.7,10295.65,10279.05,10263.83,10249.15,10234.71,10230.28,10238.17,10248.04,10261,10280.11,10304.82,10337.83,10378.58,10421.51,10464.75,10496.38,10511.07,10514.55,10517.18,10523.8,10527.59,10531.31,10534.59,10536.87
200,Czechoslovakia,Number (Thousand),Number (1000),13755.48,13829.48,13901.59,13987.09,14066.24,14132.16,14188.22,14234.03,14274.78,14318.61,14374.05,14448.44,14541.58,14649.34,14762.77,14874.39,14979.95,15079.24,15172.17,15243.94,15295.55,15341.84,15380.6,15414.76,15448.9,15478.09,15503.26,15529.06,15549.61,15562.5,15583.59,15612.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,Côte d'Ivoire,Number (Thousand),Number (1000),3848.34,3998.29,4156.45,4321.37,4492.89,4671.2,4856.69,5050.11,5255.15,5477.09,5718.87,5979.98,6257.37,6548.92,6853.98,7142.69,7415.9,7700.82,7996.37,8303.81,8621.62,8948.12,9282.05,9621.41,9964.08,10309.44,10663.5,11043.19,11462.94,11910.54,12369.27,12838.31,13316.45,13802.28,14299.73,14810.95,15335.45,15858.99,16345.89,16799.67,17245.47,17683.9,18116.45,18544.9,18970.22,19394.06,19817.7,20244.45,20677.76,21120.04,21562.91,22010.71,22469.27,22995.56,23596.74,24213.62,24848.02,25493.99,26147.55
208,Denmark,Number (Thousand),Number (1000),4613.43,4645.99,4680.81,4718.02,4756.34,4796.4,4834.73,4867.73,4896.16,4922.96,4951.49,4981.08,5008.58,5033.57,5058.2,5078.77,5094.6,5108.93,5119.42,5125.39,5126.98,5126.4,5124.33,5121.31,5119.45,5119.37,5121.51,5126.11,5133.93,5144.62,5158.32,5175.47,5193.78,5213.8,5235.2,5256.01,5277.38,5298.99,5319.85,5340.65,5360.75,5378.7,5396.35,5415.59,5436.31,5457.86,5479.72,5502.75,5526.45,5550.85,5576.02,5600.96,5625.39,5650.65,5677.8,5706.86,5737.28,5766.69,5795.88
262,Djibouti,Number (Thousand),Number (1000),89.27,93.12,97.67,102.94,108.77,114.87,121.17,127.67,135.39,144.38,154.22,165.24,177.33,191.39,208.58,229.3,253.08,278.43,302.86,324.12,341.32,355.11,367.73,382.16,400.71,424.29,452.27,482.34,521.1,577.17,628.52,623.2,611.23,623.48,629.62,644.65,667.79,694.92,719.37,742.03,765.49,789.13,806.41,818.37,830.86,846.95,865.2,882.89,901.1,919.2,936.81,954.3,971.75,989.09,1006.26,1023.26,1040.23,1057.2,1073.99
212,Dominica,Number (Thousand),Number (1000),60.4,61.22,62.03,62.84,63.74,64.73,65.76,66.86,68.01,68.89,69.43,69.87,70.33,70.82,71.3,71.75,72.14,72.48,72.77,72.98,72.93,72.63,72.27,71.94,71.6,71.22,70.81,70.4,69.97,69.48,69.14,69.11,69.17,69.2,69.2,69.17,69.08,68.94,68.7,68.35,68.15,68.26,68.44,68.57,68.67,68.74,68.78,68.78,68.79,68.75,68.74,68.89,68.82,69.37,70.01,70.08,70.4,70.82,71.43
214,Dominican Republic,Number (Thousand),Number (1000),3408.41,3521.16,3635.8,3752.31,3868.71,3987.09,4108.92,4230.88,4352.95,4475.87,4599.84,4724.8,4851.18,4978.58,5106.45,5235.32,5365.07,5495.44,5625.86,5755.8,5885.24,6014.98,6147.21,6282.1,6417.8,6554.32,6692.72,6834.21,6980.03,7129,7278.4,7427.34,7576.07,7723.93,7869.75,8012.31,8150.08,8282.13,8411.37,8540.79,8669.04,8795.1,8919.85,9043.13,9164.77,9284.17,9402.21,9522.95,9648.06,9775.75,9903.74,10030.88,10157.05,10282.11,10405.83,10527.59,10647.24,10765.53,10881.88
218,Ecuador,Number (Thousand),Number (1000),4751.51,4890.43,5034.34,5183.28,5337.35,5495.76,5658.45,5825.66,5997.04,6172.22,6350.94,6533.63,6720.44,6911.12,7105.79,7304.35,7506.66,7712.72,7922.49,8135.85,8352.6,8572.61,8795.87,9022.98,9254.31,9490.1,9729.38,9969.79,10210.19,10449.84,10686.28,10914.22,11132.83,11347.65,11561.68,11775.22,11987.84,12199.69,12412.05,12626.51,12845.52,13070.61,13301.18,13534.59,13770.01,14009.06,14251.84,14496.8,14742.77,14989.59,15237.73,15483.88,15722.99,15957.99,16195.9,16439.58,16696.94,17015.67,17343.74
818,Egypt,Number (Thousand),Number (1000),27747.87,28485.02,29245.94,30026.65,30818.47,31613.13,32408.41,33204.63,33995.96,34781.99,35555.97,36330.77,37120.78,37930.38,38775.58,39649.05,40577.36,41576.64,42632.46,43748.56,44899.57,46088.65,47353.67,48676.44,50035.84,51424.31,52841.32,54298.45,55765.84,57214.63,58611.03,59989.14,61382.2,62775.85,64166.91,65565.2,66993.73,68446.01,69907.89,71371.37,72854.26,74393.76,75963.32,77522.43,79075.31,80629.67,82218.76,83844.78,85501.06,87252.41,89200.05,91240.38,93377.89,95592.32,97723.8,99784.03,101789.39,103740.77,105618.67
222,El Salvador,Number (Thousand),Number (1000),2858.9,2937.82,3014.89,3095.17,3179.51,3266.44,3354.61,3443.25,3530.96,3619.09,3708.01,3798.11,3890.64,3984.05,4076.75,4166.89,4256.7,4346.52,4433.04,4508.99,4549.17,4599.9,4689.68,4782.22,4876.76,4970.79,5067.2,5170.44,5270.82,5367.18,5461.07,5552.21,5630.99,5693.04,5748.2,5797.14,5842.64,5885.08,5923.85,5958.48,5988.1,6011.27,6026.85,6035.66,6037.82,6034.44,6044.13,6068.1,6091.19,6114.03,6137.35,6161.29,6185.64,6209.53,6231.07,6250.51,6266.65,6276.34,6280.22
226,Equatorial Guinea,Number (Thousand),Number (1000),272.26,277.49,283.02,288.85,295.01,301.52,308.37,315.32,318.85,316.95,311.95,305.36,298.05,290.56,283.26,276,271.38,270.87,273.93,282.51,296.95,315.74,336.74,358,378.38,397.28,414.77,431.59,448.42,465.55,483.14,501.33,520.24,539.99,560.74,582.57,605.57,629.73,655.03,684.98,719.27,754.12,789.68,826.36,864.73,905.42,948.82,994.97,1043.69,1094.53,1144.59,1193.64,1243.94,1295.18,1346.97,1398.93,1450.69,1502.09,1553.03
232,Eritrea,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981.42,2042.5,2157.22,2264.07,2291.56,2322.75,2356.48,2392.88,2461.93,2547.42,2653.39,2763.14,2831.73,2880.09,2926.17,3005.78,3083.89,3147.73,3207.57,3252.6,3296.37,3323.43,3340.01,3365.29,3396.93,3445.38,3498.82
233,Estonia,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1540.38,1504.44,1475.73,1452.78,1434.67,1421.49,1411.15,1403.5,1396.88,1387.99,1379.24,1370.66,1362.48,1354.66,1346.71,1340.58,1337.01,1334.55,1331.54,1327.43,1322.68,1317.98,1314.53,1314.66,1315.93,1317.55,1322.15,1327.04
748,Eswatini,Number (Thousand),Number (1000),352.97,361.07,369.53,378.53,388.32,398.86,409.64,420.37,431.37,442.87,454.91,467.51,480.67,494.62,509.54,525.46,542.33,560.24,579.09,598.56,616.21,634.44,655.51,677.3,702.4,730.15,758.67,794.43,825.95,854.01,889.71,925.16,953.45,953.74,953.57,973.59,990.73,1005.16,1018.37,1030.5,1041.4,1050.81,1058.8,1065.76,1071.89,1077.73,1084.01,1089.87,1094.89,1099.92,1105.37,1111.44,1118.32,1125.87,1133.94,1142.52,1151.39,1160.43,1169.61
231,Ethiopia,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53791.67,55620.21,57476.54,59347.65,61233.48,63136.49,65077.58,67031.87,69018.93,71073.21,73168.84,75301.03,77469.94,79691.05,81996.18,84357.1,86755.59,89237.79,91817.93,94451.28,97084.37,99746.77,102471.9,105293.23,108197.95,111129.44,114120.59
230,Ethiopia PDR,Number (Thousand),Number (1000),23298.61,23893.71,24516.27,25167.74,25849.24,26527.91,27231.15,27988.26,28770.95,29580.99,30405.83,31232.17,32070.83,32901.83,33703.65,34551.87,35224.82,35830.26,36372.65,36603.45,37522.63,38964.44,40035,41052.49,42185.21,43404.92,44852.31,46563.08,48298.09,50028.03,51976.65,53932.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Falkland Is.(Malvinas),Number (Thousand),Number (1000),2.29,2.31,2.31,2.31,2.31,2.31,2.3,2.29,2.28,2.27,2.27,2.28,2.28,2.28,2.28,2.28,2.28,2.27,2.26,2.24,2.23,2.23,2.23,2.23,2.23,2.23,2.25,2.28,2.31,2.33,2.38,2.46,2.55,2.64,2.73,2.81,2.88,2.95,3.02,3.08,3.12,3.15,3.17,3.19,3.21,3.22,3.21,3.21,3.19,3.19,3.17,3.19,3.26,3.33,3.41,3.51,3.6,3.66,3.71
234,Faroe Islands,Number (Thousand),Number (1000),34.57,34.96,35.38,35.84,36.35,36.83,37.23,37.63,38.01,38.42,38.86,39.3,39.75,40.19,40.63,41.05,41.48,41.97,42.51,43.05,43.61,44.16,44.67,45.13,45.58,46.01,46.48,46.96,47.49,47.48,46.81,46.01,45.1,44.13,43.8,44.14,44.5,44.87,45.2,45.66,46.24,46.81,47.39,47.99,48.29,48.31,48.36,48.41,48.43,48.41,48.39,48.39,48.42,48.47,48.82,49.5,50.23,50.95,51.68
242,Fiji,Number (Thousand),Number (1000),414.54,427.7,441.38,455.21,469.01,482.36,494.63,505.98,516.95,527.63,538,547.92,557.24,566.3,575.8,586.61,599.29,613.61,628.86,644.58,660.63,676.97,693.59,710.56,727.46,742.66,754.78,764.37,772.7,780.43,784.83,786.86,789.2,790.8,792.25,796.54,804.57,813.95,823.42,832.51,841.32,849.89,858.31,866.7,874.92,883.08,890.65,896.73,901.38,905.17,908.36,911.06,913.45,915.56,917.2,918.37,919.02,919,918.47
246,Finland,Number (Thousand),Number (1000),4461.53,4492.17,4524.3,4549.55,4564.58,4581.79,4607.11,4627.78,4624.4,4606.62,4612.42,4639.83,4666.17,4690.58,4711.37,4725.52,4738.74,4752.4,4764.57,4779.42,4799.87,4826.86,4855.73,4881.75,4902.18,4918.17,4932.18,4946.56,4964.48,4986.55,5013.85,5042.12,5066.6,5088.49,5107.94,5124.72,5139.94,5153.55,5165.49,5176.21,5188,5200.6,5212.99,5228.14,5246.07,5266.25,5288.69,5313.35,5338.81,5363.27,5388.17,5413.86,5438.87,5461.44,5479.46,5495.22,5508.14,5515.46,5521.54
250,France,Number (Thousand),Number (1000),46143.03,46635.19,47121.25,47641.95,48168.8,48683.09,49181.41,49647.28,50087.05,50523.59,50970.7,51410.36,51814.07,52163.55,52450.03,52685.27,52925.44,53175.31,53428.78,53713.83,54016.75,54319.65,54592.38,54845.98,55108.11,55371.64,55641.54,55911.48,56169.95,56412.9,56645.22,56864.05,57053.73,57230.07,57420.35,57623.18,57839.36,58080.35,58352.21,58665.45,59014.77,59372.79,59728.26,60108.44,60510.08,60919.15,61329.38,61721.01,62093.3,62444.57,62775.27,63071.42,63335.18,63588.49,63809.77,63989.32,64144.09,64277.81,64399.76
254,French Guiana,Number (Thousand),Number (1000),32.48,33.95,35.51,37.18,38.95,40.76,42.49,43.96,45.22,46.48,47.84,49.24,50.7,52.34,54.35,56.68,59.13,61.63,64.2,66.83,69.68,73.13,77.32,81.99,86.93,92.11,97.5,103.12,108.76,113.93,118.51,122.93,127.5,132.26,137.18,142.23,147.37,152.65,158.12,164.35,171.4,178.73,186.21,193.69,201.26,207.87,213.3,218.52,223.52,228.45,233.63,239.24,245.37,251.37,257.03,262.81,269.35,276.65,284.07
258,French Polynesia,Number (Thousand),Number (1000),86.92,89.21,91.96,95.19,98.67,102.28,106,109.83,113.8,117.89,122.11,126.46,130.88,135.35,139.83,144.36,149.01,153.75,158.56,163.59,168.89,174.34,179.04,183.15,187.58,192.2,196.86,201.74,206.57,211.09,215.44,219.62,223.72,227.68,231.45,235.19,239.04,242.88,246.82,250.93,255.05,259.14,263.17,267.13,271.06,274.9,278.18,280.56,282.28,283.79,285.27,286.58,288.03,289.87,291.79,293.54,295.45,297.61,299.72
266,Gabon,Number (Thousand),Number (1000),519.33,525.75,532.59,539.83,547.53,555.75,564.44,573.61,584.63,597.19,609.69,622.29,635.29,648.92,663.34,678.66,694.93,712.13,730.19,749.08,768.9,789.59,811.1,833.42,856.48,880.34,905.02,930.46,956.51,983.03,1010,1037.45,1065.39,1093.61,1121.96,1150.6,1179.81,1209.83,1240.77,1272.93,1306.59,1341.7,1378.4,1417.11,1458.35,1502.54,1549.77,1599.98,1653.54,1711.11,1772.5,1836.7,1902.23,1966.86,2028.52,2086.21,2140.22,2192.01,2242.79
270,Gambia,Number (Thousand),Number (1000),410.8,422.31,434.17,446.38,458.91,471.75,485.13,499.15,513.69,528.73,544.32,560.55,577.49,594.9,612.91,631.89,651.93,672.97,695.15,718.59,742.85,768.27,795.56,824.8,855.96,888.98,923.91,960.84,999.73,1040.62,1083.54,1127.15,1168.31,1205.88,1242.15,1279.07,1317,1356.19,1396.5,1437.54,1479.45,1522.22,1566.26,1612.22,1660.37,1711.29,1764.88,1820.54,1878.12,1937.28,1998.21,2061.01,2124.87,2189.02,2253.13,2317.21,2381.18,2444.92,2508.88
268,Georgia,Number (Thousand),Number (1000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5239.33,5127.51,4997.91,4877.68,4761.27,4640.03,4518.4,4394.5,4265.17,4144.48,4061.13,4017.82,3988.86,3961.18,3933.87,3906.47,3879.7,3855.2,3836.83,3821.66,3804.36,3786.02,3774.24,3771.13,3771.11,3771.9,3772.32,3770.81
276,Germany,Number (Thousand),Number (1000),73604.35,74194.42,74796.22,75423.24,76037.47,76618.72,77173.55,77646.13,78012.49,78294.58,78511.4,78643.56,78667.47,78620.53,78513.51,78364.22,78221.27,78071.55,77915.73,77786.7,77684.49,77610.43,77566.07,77568.57,77638.81,77803.36,78090.9,78477.53,78916.44,79370.2,79801.99,80205.03,80573.49,80882.13,81123.26,81300.87,81436.09,81524.38,81556.96,81551.68,81514.57,81443.43,81346.81,81266.67,81212.17,81177.82,81183.83,81217.48,81260.62,81325.09,81423.38,81545.57,81680.59,81858.82,82073.23,82331.42,82624.37,82896.7,83148.14
288,Ghana,Number (Thousand),Number (1000),7109.03,7281.19,7458.24,7640.2,7827.73,8019.66,8216.09,8418.15,8629.86,8861.9,9108.88,9365.95,9637.2,9918.98,10209.85,10509.01,10825.5,11163.23,11515.67,11865.25,12212.96,12584.98,12984.13,13342.49,13651.44,13971.68,14310.79,14671.68,15052.45,15446.98,15843.47,16241.55,16643.63,17040.85,17438.87,17844.01,18268.04,18714.71,19176.79,19665.5,20195.58,20758.33,21329.51,21906.44,22496.95,23098.59,23708.32,24326.09,24950.76,25574.72,26205.94,26858.76,27525.6,28196.36,28870.94,29554.3,30222.26,30870.64,31522.29
300,Greece,Number (Thousand),Number (1000),8526.47,8540.81,8541.79,8534.89,8526.25,8520.63,8518.07,8518.84,8526.14,8544.87,8576.11,8616.67,8666.39,8729.7,8805.42,8890.43,8983.24,9084.31,9194.18,9307.15,9418.99,9528.82,9636.35,9740.38,9840.14,9936.73,10029.14,10120.19,10211.98,10302.25,10391.55,10478.39,10563.44,10647.42,10727.93,10803.81,10875.27,10939.48,10993.86,11038.11,11072.18,11096.62,11110.49,11115.09,11113.45,11106.09,11091.49,11073.62,11055.5,11033.78,11004.73,10963.64,10914.51,10862.97,10806.64,10749.74,10692.23,10633.27,10574.02
304,Greenland,Number (Thousand),Number (1000),33.44,34.67,35.92,37.21,38.54,39.95,41.37,42.75,44.11,45.43,46.48,47.25,47.97,48.61,49.15,49.57,49.74,49.73,49.76,50.11,50.72,51.34,51.98,52.64,53.22,53.73,54.25,54.78,55.3,55.6,55.66,55.69,55.71,55.7,55.79,55.96,56.07,56.12,56.11,56.18,56.39,56.56,56.73,56.87,56.89,56.81,56.71,56.58,56.44,56.35,56.29,56.2,56.09,55.95,55.9,55.92,55.93,55.93,55.93
308,Grenada,Number (Thousand),Number (1000),95.1,96.05,96.88,97.61,98.23,98.69,98.98,99.06,98.97,98.79,98.53,98.22,97.89,97.53,97.17,96.78,96.33,95.81,95.24,94.84,95.22,96.53,98.18,99.62,100.58,100.89,100.6,99.88,99.22,99.05,99.76,101.04,102.17,103.17,104.06,104.85,105.55,106.2,106.82,107.43,107.94,108.23,108.74,109.52,110.25,110.99,111.72,112.48,113.25,114.04,114.92,115.91,116.94,117.97,118.98,119.97,120.92,121.84,122.72
312,Guadeloupe,Number (Thousand),Number (1000),290.45,296.59,301.78,306.31,310.62,314.82,318.7,321.89,324.41,326.53,328.24,329.54,330.53,331.8,334.11,337.15,339.93,342.07,343.71,344.99,346.65,351.12,358.92,368.03,377.57,387.35,397.27,407.28,417.13,425.25,431.09,436.05,440.74,445.22,413.94,417.9,421.81,424.98,425.75,424.07,421.19,417.62,413.44,408.63,403.23,400.93,401.61,402.1,402.68,403.07,403.14,402.98,402.35,400.85,399.09,397.85,397.02,396.26,395.49
316,Guam,Number (Thousand),Number (1000),73.87,75.41,77,78.62,80.25,81.88,83.48,85.05,86.53,88.3,90.5,92.81,95.1,97.33,99.48,101.59,103.68,105.71,107.79,110.29,113.22,116.19,119.07,121.89,124.68,127.46,130.26,133.08,135.76,138.26,140.74,143.17,145.54,147.84,150.09,152.26,154.33,156.36,158.4,160.19,161.52,162.56,163.38,164,164.43,164.68,164.76,164.72,164.58,164.91,165.65,166.39,167.05,167.54,167.98,168.35,168.61,168.68,168.62
320,Guatemala,Number (Thousand),Number (1000),4220.37,4346.32,4475.72,4608.5,4744.46,4882.54,5022.61,5164.91,5308.29,5453.21,5598.3,5744.6,5895.1,6048.17,6201.73,6342.73,6487.15,6648.77,6814.72,6987.77,7165.5,7332.79,7512.05,7718.97,7932.19,8148.19,8369.36,8600.11,8839.54,9084.78,9329.56,9576.63,9831.87,10094.92,10363.09,10632.29,10905.38,11184.03,11463.5,11735.89,12009.19,12289.86,12570.5,12852.44,13132.81,13412.41,13696.61,13979.45,14259.41,14543.12,14833.45,15128.31,15422.66,15713.74,16001.11,16291,16578.72,16850.18,17106.34
324,Guinea,Number (Thousand),Number (1000),3578.63,3642.32,3707.95,3775.51,3845.07,3916.78,3990.76,4067.33,4145.19,4222.37,4298.09,4372.21,4445.21,4517.07,4588.01,4658.74,4730.38,4804.93,4885.2,4972.61,5067.43,5170.73,5282.27,5402.09,5531.66,5671.38,5820.77,5977.18,6136.17,6354.15,6615.73,6832.19,7046.1,7262.11,7468.35,7683.12,7842.81,7992.55,8174.9,8336.97,8445.72,8577.79,8772.25,8961.04,9140.11,9330.62,9547.08,9779.78,10021.32,10270.73,10527.71,10788.69,11055.43,11333.37,11626,11930.99,12240.79,12554.86,12877.54
624,Guinea-Bissau,Number (Thousand),Number (1000),583.11,590.4,595.8,590.48,577.64,570.38,573.38,583.48,587.88,591.66,594.5,595.95,603.2,623.58,659.64,701.02,746.59,794.33,821.6,831.46,844.96,858.63,872.39,886.21,900.09,914.12,928.41,943.08,958.24,973.55,993.86,1022.9,1056.76,1089.62,1117.22,1140.61,1162.44,1184.07,1206.47,1230.85,1257.38,1285.68,1315.65,1347.01,1379.71,1414.09,1450.57,1488.43,1527.2,1567.22,1609.02,1652.72,1697.75,1743.31,1788.92,1834.55,1879.83,1924.95,1970.46
328,Guyana,Number (Thousand),Number (1000),588.6,604.83,620.7,635.96,650.21,663.24,675.07,685.89,695.92,705.26,713.9,721.99,729.87,737.7,745.59,753.55,761.38,768.61,774.48,778.18,779.69,779.64,778.37,776.01,772.67,768.51,763.71,758.45,752.9,747.12,744.1,745,747.19,749.55,751.69,753.57,755.21,756.7,758.01,759.05,759.81,760.32,760.56,760.42,759.71,758.37,756.52,754.15,751.26,747.93,744.23,743.97,747.42,751.12,755.03,759.09,763.25,785.51,798.75
